match_id,kills_diff,deaths_diff,assists_diff,gold_diff,damage_diff,damage_taken_diff,cs_diff,vision_diff,mean_kda_diff,team_kda_diff,win_blue
RU_536183410,-25,25,-55,-16086,-53891,36852,-62,-19,-9.147380952380953,-4.523809523809524,0
RU_536183559,18,-20,23,11875,26756,-25530,-78,4,7.4737878787878795,2.5795454545454546,1
RU_536183672,20,-20,52,12823,40076,-23591,44,29,7.138968253968252,6.949579831932772,1
RU_536184387,4,-4,3,-446,4735,-1659,-47,-27,0.694206349206349,0.3788617886178862,0
RU_536184537,-26,26,-35,-8751,-28612,12876,-132,-7,-7.883095238095239,-6.487179487179487,0
RU_536185228,4,-4,-11,3544,2838,-5714,39,-8,0.9927272727272727,0.09717868338558011,1
RU_536186033,-5,5,-6,-7356,-7201,-7253,-46,0,-1.2838095238095235,-1.0300000000000002,0
RU_536187269,-10,11,-13,-5246,-14974,17601,6,6,-2.236904761904762,-1.8939393939393938,0
RU_536187592,18,-17,25,9537,26428,-26589,-3,10,8.75,8.152173913043478,1
RU_536187931,-15,15,-22,-5144,-17443,8615,11,-8,-7.642857142857143,-6.162337662337662,0
RU_536189242,-23,23,-25,-15511,-30997,23320,-73,-23,-6.8277777777777775,-4.97008547008547,0
RU_536189953,-8,8,-29,-4105,-20504,16304,43,-11,-3.038095238095239,-2.4928571428571424,0
RU_536190260,-17,17,-16,-9887,-13807,10971,-73,7,-5.66,-7.527272727272727,0
RU_536190531,3,-3,-21,-1226,38445,-37186,4,23,-0.07582417582417555,-0.2633720930232557,1
RU_536190644,-12,12,-15,-8895,-44382,36666,-9,-32,-2.233333333333333,-1.8535714285714282,0
RU_536191247,2,-2,29,6119,46319,-57574,81,-4,1.2839682539682542,1.0216216216216214,1
RU_536193063,-20,19,-17,-9866,-16754,39,-55,2,-5.825555555555557,-4.041125541125541,0
RU_536193411,21,-21,37,10672,29064,-20895,39,18,8.959523809523809,5.557142857142857,1
RU_536193463,18,-18,32,11502,14462,-5652,33,9,9.952857142857143,5.67398119122257,1
RU_536193919,-13,12,-18,-15294,-54088,31310,-28,-14,-6.976666666666667,-3.75,0
RU_536194576,17,-17,7,12442,30074,-14401,29,-10,1.745,1.6801418439716314,1
RU_536194609,7,-8,25,6084,9254,-3557,-72,-37,1.4787012987012984,1.3613445378151259,1
RU_536194738,-22,22,-29,-10035,-33739,16112,-64,-21,-7.485497835497835,-3.5,0
RU_536194775,30,-30,20,16742,30245,-4364,67,7,8.982683982683982,11.885714285714284,1
RU_536195018,23,-23,47,12450,18994,-2665,-13,17,6.3221428571428575,4.917344173441735,1
RU_536196859,-6,6,15,-9289,4878,-4990,-50,9,0.1125396825396825,-0.1561771561771561,0
RU_536198420,-12,12,-10,-5891,-19035,28164,7,5,-4.752380952380953,-2.0375,0
RU_536198630,17,-17,9,10477,6349,-184,31,33,2.2123643023643025,1.6841397849462363,1
RU_536198888,16,-16,20,6936,14946,-7852,43,36,7.409999999999999,5.564444444444445,1
RU_536199072,4,-4,9,7024,23575,-24068,12,66,2.123419913419913,0.7857142857142856,1
RU_536199124,24,-24,26,7527,8901,9193,-74,69,4.754819624819625,4.1884944920440645,1
RU_536199423,18,-19,42,13626,72237,-79422,63,52,3.358253968253968,2.7714460784313726,1
RU_536199895,-11,11,-21,-6352,-9275,16659,139,3,-2.0217243867243866,-1.5378787878787876,0
RU_536200687,14,-14,22,9252,16911,-3916,16,14,2.0691774891774894,1.971130713712911,1
RU_536201728,2,-2,-4,981,44532,-50713,-8,-41,0.4904040404040404,0.07153846153846155,1
RU_536201819,-5,5,2,-8035,-1220,2101,-5,10,-0.8525829725829728,-0.3893581081081081,0
RU_536202016,16,-16,20,13180,9721,-5691,8,2,3.530555555555556,3.7075268817204305,1
RU_536202948,-7,7,-12,-12734,-9370,-3812,24,21,-5.2785714285714285,-1.445141065830721,0
RU_536203193,-17,17,-30,-10353,-20600,27235,-57,18,-3.631428571428571,-3.3608108108108103,0
RU_536203520,5,-4,-6,1963,21959,-20067,-51,6,0.19873015873015865,0.19318181818181834,0
RU_536203646,-18,18,-56,-13690,-17018,-2606,36,-42,-4.598484848484849,-4.534798534798535,0
RU_536204077,28,-28,39,15669,33633,-38589,17,10,6.424444444444445,5.5397727272727275,1
RU_536204860,-4,4,-5,-6916,12038,-15163,52,9,-1.6845238095238093,-0.8286713286713288,0
RU_536205360,20,-20,19,16012,15790,-2933,10,22,6.157142857142857,6.214285714285714,1
RU_536205522,-14,14,-19,-9755,-22167,-6641,-62,-23,-3.777783882783882,-1.9687249398556537,0
RU_536206503,-2,2,-7,-730,-6960,-3784,-91,12,-0.41444444444444395,-0.3998613998614,0
RU_536206624,-17,17,-31,-7682,-10142,-4392,72,-32,-2.8158333333333334,-2.736531986531987,0
RU_536206721,-9,9,-4,-6966,-35634,22969,-61,-45,-2.1577777777777776,-1.2120879120879122,0
RU_536206860,-11,11,-24,-12202,-17656,6743,-27,20,-2.9816666666666665,-2.424242424242424,0
RU_536207113,-2,1,-4,3204,-27063,23529,32,22,-0.2333333333333334,-0.31196581196581175,1
RU_536207681,12,-12,13,8463,100656,-91308,56,25,1.4411111111111112,1.1779788838612366,1
RU_536208781,-22,22,-34,-15476,-33116,13881,-52,-31,-8.296666666666667,-4.657894736842105,0
RU_536209455,-2,2,-11,-6098,-22011,7966,-60,20,-0.7714285714285714,-0.5796676441837731,0
RU_536209882,10,-10,1,10457,-5492,11244,-4,-21,4.505714285714285,1.3314285714285714,1
RU_536209970,-26,25,-23,-16100,-35067,20031,-134,-21,-6.3520634920634915,-4.730769230769231,0
RU_536210102,12,-12,21,9999,32335,-21254,7,3,2.536904761904762,2.398395721925134,1
RU_536211466,14,-13,20,11166,2142,1293,-4,10,2.640322128851541,1.5613266583229035,1
RU_536211647,10,-10,5,5005,17161,-29325,18,10,1.3758730158730157,1.0749999999999997,1
RU_536211739,-8,8,3,-9186,-18742,832,-2,-26,-0.5255555555555553,-0.572829131652661,0
RU_536211749,15,-15,25,10370,18986,-8675,-63,-2,1.9536363636363636,1.9980053191489362,1
RU_536212029,18,-18,21,9106,29047,-21453,95,19,6.63,4.47394540942928,1
RU_536212097,19,-19,42,11503,26924,-30116,66,11,4.664603174603174,3.9523281596452327,1
RU_536212178,25,-26,53,15899,49193,-54446,43,3,12.797460317460317,10.482539682539683,1
RU_536212738,-10,10,-19,-10404,23113,-27042,0,-7,-2.754126984126984,-1.7406015037593987,0
RU_536212766,-21,21,-13,-12837,-32703,23730,55,-3,-3.266991341991343,-2.2314814814814814,0
RU_536212888,4,-4,16,6500,-1256,-227,-17,-22,2.188333333333333,1.5151515151515154,1
RU_536213833,-27,27,-56,-7686,-50121,48707,67,-14,-3.943015873015873,-3.674242424242424,0
RU_536214362,15,-15,31,9550,-36097,53635,-42,-5,6.638095238095239,3.1357142857142857,1
RU_536214857,-17,17,-23,-11554,-22129,14213,-51,4,-6.537857142857142,-4.384615384615385,0
RU_536215084,10,-11,38,-4321,16615,-33987,-58,29,1.844415584415585,1.8980855855855854,0
RU_536215259,7,-6,17,6823,39254,-30909,-22,-4,1.7548051948051948,0.9880341880341881,1
RU_536216420,-11,11,-16,-5664,-21548,22702,8,2,-4.640952380952381,-2.674369747899159,0
RU_536216459,-18,18,-21,-9855,-21860,12490,-37,-13,-7.3690476190476195,-6.173076923076923,0
RU_536217095,-5,5,-25,-7451,-19152,776,-110,14,-1.9844444444444447,-1.125,0
RU_536217451,-14,14,-27,-3384,-24565,16467,2,28,-2.6011538461538457,-2.539365452408931,0
RU_536218092,-16,16,-32,-6226,-23608,13117,10,-13,-8.227857142857141,-5.494949494949495,0
RU_536218577,16,-16,23,13121,7752,-3863,107,-10,7.404761904761903,5.053872053872054,1
RU_536219377,14,-14,-5,4813,4539,15912,53,13,1.5611724386724388,1.0161943319838058,1
RU_536220833,5,-5,12,6202,13809,-16121,-41,-42,1.4850000000000003,1.463768115942029,1
RU_536221454,14,-14,11,10868,38082,-22437,24,15,1.7465384615384618,2.074030552291422,1
RU_536222403,-12,12,-18,-9120,-2412,-7805,-39,-33,-3.2642857142857147,-2.488888888888889,0
RU_536222496,-13,13,-34,-9736,406,-4950,38,-30,-2.87988344988345,-1.9024943310657594,0
RU_536222882,-21,21,-19,-11727,-1229,-15388,-56,-2,-2.1776984126984127,-2.2609427609427613,0
RU_536223370,-5,5,-1,-7376,-2327,-13417,-34,-5,-1.2135714285714285,-0.7267080745341614,0
RU_536223743,-19,18,-21,-7224,-21210,10802,-2,-18,-7.469285714285714,-5.951923076923077,0
RU_536224006,0,0,-1,-869,477,-1521,-7,2,-0.15000000000000002,-1.0,0
RU_536225500,-18,18,-10,-7029,-7066,-24859,83,-89,-2.6740476190476183,-2.564102564102564,0
RU_536226026,5,-5,13,5121,-566,1285,129,-85,0.9988911088911085,0.709726443768997,1
RU_536226223,-1,1,0,-1606,-627,616,-25,0,-0.2,-1.0,0
RU_536226418,-9,9,-11,-7485,-27149,32113,-55,-36,-5.234545454545454,-1.4219780219780218,0
RU_536226615,-16,16,2,-6863,-22740,15617,-176,18,-1.3492857142857142,-1.6111111111111112,0
RU_536227087,-6,6,-6,-3367,-4396,3205,-29,-2,-2.6666666666666665,-6.75,0
RU_536227525,-8,8,-3,-9030,-23080,11378,-119,-30,-1.9904761904761907,-1.233169129720854,0
RU_536227703,-11,11,-9,-8961,-16781,10106,-117,4,-3.7800000000000002,-3.875,0
RU_536227911,-5,5,-19,-7619,-30572,27864,-61,-2,-1.059126984126984,-0.7333024118738403,0
RU_536228117,9,-9,-1,13524,-10005,37116,23,-32,0.8684632034632029,0.9907407407407405,1
RU_536228300,18,-17,34,12072,30990,-23822,23,-2,3.3587362637362634,3.1759906759906764,1
RU_536228454,-5,5,-26,-11584,-42796,34971,-55,-5,-1.7713131313131312,-1.2688172043010753,0
RU_536228600,-12,12,-21,-4900,-20727,-1479,41,20,-1.9013519813519812,-1.3469079939668176,0
RU_536228678,10,-10,26,1755,2822,885,-29,4,8.738888888888889,4.095238095238095,1
RU_536229044,18,-18,34,12257,51694,-39327,37,26,6.457637362637363,3.4871794871794872,1
RU_536229576,-13,14,-22,-15022,-23614,-2325,-81,0,-2.3494444444444444,-2.2076923076923074,0
RU_536230615,-2,2,-2,-5316,-4751,2023,-63,-13,0.7676923076923075,-0.2529239766081868,0
RU_536230648,8,-9,32,5003,24938,-28071,-6,-2,3.4000000000000004,2.280058651026393,1
RU_536230846,17,-18,41,11957,-6087,31445,-57,10,3.496767676767677,2.633333333333333,1
RU_536230992,22,-22,48,11234,11975,-8420,-23,30,12.275476190476189,6.093693693693694,1
RU_536231475,-12,12,0,-6205,-48665,33222,-29,-31,-4.007041847041847,-1.1072768192048013,0
RU_536232081,16,-16,23,10075,28666,-38831,103,25,5.558888888888887,4.080952380952381,1
RU_536232831,7,-7,11,8035,18167,-13086,-63,-18,2.9111111111111114,1.3615591397849465,1
RU_536232967,-18,19,-15,-9434,-9269,6157,-26,11,-3.107316017316018,-2.8421052631578947,0
RU_536233071,-13,13,-26,-6444,-25613,4230,14,-44,-1.8092135642135643,-1.8029761904761903,0
RU_536233432,4,-5,34,-3546,-5116,-3340,-63,18,1.994126984126984,1.2162004662004662,1
RU_536233535,-1,1,-13,-3712,-7102,-6300,-35,9,-2.4145238095238097,-0.6084656084656088,0
RU_536234468,-23,23,-65,-10151,-61699,51451,-26,-24,-13.455865800865801,-6.605769230769231,0
RU_536234686,19,-19,9,17841,23499,-2573,36,13,5.313650793650794,3.2767857142857144,1
RU_536234811,-12,12,-31,-11790,-10582,6149,-93,8,-7.075476190476191,-2.9375,0
RU_536235202,3,-3,-5,7978,-5352,3839,29,21,-0.08979797979797999,0.11324786324786329,1
RU_536235304,-14,11,-21,-10209,-34448,21436,-90,4,-2.9576190476190476,-2.337797619047619,0
RU_536237018,-2,2,12,-4298,26709,-32595,-47,56,1.8162698412698415,0.1212121212121211,0
RU_536237068,0,0,0,-88,-419,38,0,0,0.0,0.0,0
RU_536237304,-19,19,-20,-6996,-33317,31795,-28,-9,-3.016630036630037,-2.8259423503325944,0
RU_536237325,-9,9,-13,-12327,-1751,-13457,42,-1,-2.9749999999999996,-2.8566433566433567,0
RU_536237404,15,-15,22,3541,31110,-24502,15,-6,2.979047619047619,2.0689368770764123,1
RU_536237432,-28,27,-46,-14862,-46738,35329,-75,-16,-8.36525974025974,-7.146153846153846,0
RU_536237657,-17,17,-30,-10402,-29495,4872,73,-19,-8.346666666666666,-5.707792207792208,0
RU_536237873,17,-17,34,12414,8896,17296,8,50,5.256428571428572,3.8317460317460323,1
RU_536237898,-5,5,-19,-10102,5531,-23327,-50,9,-0.9809523809523808,-1.047491039426523,0
RU_536238348,-15,15,-8,-13161,-13715,1150,-78,6,-5.472380952380952,-3.55944055944056,0
RU_536238698,-3,3,-16,-9242,-13218,3193,-119,7,-1.764285714285714,-0.8212121212121213,0
RU_536239017,-9,9,-19,-4952,-16223,464,27,-44,-2.2934920634920632,-1.8484848484848484,0
RU_536239080,-6,6,7,-7075,-27497,16722,-57,-22,-1.7035714285714296,-0.5406451612903225,0
RU_536240219,24,-24,39,11409,10688,7249,6,2,5.830586080586081,4.025691699604743,1
RU_536240273,0,-1,-9,-9371,5038,-7470,-52,11,-0.015584415584415812,-0.13236714975845443,0
RU_536240520,-11,11,-7,-6748,-10338,4692,-81,-6,-3.4533333333333336,-10.26923076923077,0
RU_536241060,-23,23,-35,-8683,-14596,-972,4,-14,-8.961666666666668,-8.28125,0
RU_536241213,29,-29,45,13403,35798,-23831,18,-23,11.237777777777778,7.391941391941391,1
RU_536242555,-10,10,-30,-9393,-18743,-2113,-73,-34,-6.86984126984127,-2.8130671506352085,0
RU_536242658,-20,20,-73,-11785,-24624,7707,49,1,-6.747460317460318,-4.751111111111111,0
RU_536242906,-2,2,-19,-7337,-13039,-2714,-51,9,-0.8346825396825395,-0.774891774891775,0
RU_536243107,20,-20,26,8365,46774,-52144,-37,-3,3.1303030303030304,3.1098484848484853,1
RU_536243197,19,-19,51,10056,51515,-43208,-32,26,11.051190476190476,6.983173076923077,1
RU_536243717,1,-1,-6,-1525,13292,-13254,1,-5,0.41571428571428637,-0.11660079051383399,0
RU_536243744,-9,9,-27,-6130,-20556,7937,12,11,-1.6272727272727274,-1.5428571428571427,0
RU_536244707,16,-16,9,15435,27975,-10178,22,48,2.1383333333333336,2.405555555555556,1
RU_536245334,-24,24,-56,-15028,-68402,45313,-97,-27,-9.86111111111111,-7.451143451143451,0
RU_536245541,20,-20,38,10179,16852,-7054,21,15,5.1873015873015875,3.760743321718931,1
RU_536245888,18,-18,51,3057,15070,-15590,-154,6,9.881190476190476,4.2,1
RU_536246556,-3,3,-29,-4558,3778,-5353,-24,3,-1.7597619047619046,-1.4037037037037037,0
RU_536246645,-11,11,5,-11781,-4315,-2640,-87,-12,-3.0033333333333334,-2.090909090909091,0
RU_536247026,8,-10,11,3182,14371,-11969,-35,-11,1.6583333333333337,1.2336309523809526,1
RU_536247616,22,-22,33,11183,52955,-45936,16,4,3.0794830659536543,2.8931710615280597,1
RU_536247757,18,-18,26,14335,-1968,21616,33,28,7.274494949494949,3.9742647058823533,1
RU_536247933,0,0,0,21,63,19,1,0,0.0,0.0,1
RU_536248034,-21,21,-28,-17122,-33675,22297,-139,-7,-8.549523809523809,-7.754310344827586,0
RU_536248594,-16,14,-57,-14351,-27836,9916,-67,20,-3.801269841269842,-3.345238095238095,0
RU_536248795,-2,2,0,-1818,2158,-3174,-42,-5,-0.46666666666666634,-0.6666666666666667,0
RU_536249111,-20,19,-30,-12070,-27436,4840,-25,-9,-7.253333333333334,-5.353365384615385,0
RU_536249419,4,-4,13,8943,16563,-18342,59,-5,1.2617316017316018,0.8077324973876698,1
RU_536249862,-1,1,10,4213,22005,-29660,-27,-24,0.14678210678210668,0.15426829268292686,1
RU_536250417,-27,26,-42,-10949,-33882,20134,-55,-41,-7.68,-4.778260869565218,0
RU_536250810,-16,16,-4,-6826,-41206,16166,18,-41,-1.7056976356976352,-1.7563218390804598,0
RU_536251192,13,-13,13,7740,-2957,11906,-100,2,0.0825108225108222,2.0256410256410255,1
RU_536251205,-11,10,-40,-11187,-10813,-336,-60,33,-2.206414141414141,-2.2037765538945715,0
RU_536251591,-18,18,-24,-8020,-43959,22455,112,0,-5.172954822954823,-2.17875,0
RU_536251642,-10,9,-11,-9096,-43795,43313,19,-19,-2.675238095238096,-1.2307692307692308,0
RU_536251795,27,-26,52,15831,70035,-62954,-11,21,9.003333333333334,5.820793433652531,1
RU_536251831,-12,12,-34,-9602,-5684,-9301,47,0,-2.6294871794871795,-1.693121693121693,0
RU_536251937,3,-1,-7,8814,17059,-21494,65,-14,2.4809523809523806,-0.04307692307692301,1
RU_536252334,1,-2,12,2805,8406,-10685,-61,30,0.34429292929292954,0.40141843971631186,1
RU_536252367,-22,22,-32,-14594,-28285,15665,-147,3,-6.45,-4.503770739064857,0
RU_536252489,-3,3,-6,1730,91158,-99774,-18,-36,-0.48977272727272725,-0.29142300194931803,1
RU_536253702,21,-21,41,12913,7032,4175,20,19,8.484848484848484,6.228571428571429,1
RU_536253757,-20,20,-66,-9895,-44258,15885,-3,-21,-3.2799783549783545,-3.2883116883116883,0
RU_536255055,-16,16,-15,-7287,-9693,7384,-30,0,-6.8933333333333335,-17.72222222222222,0
RU_536255070,25,-25,12,12071,33302,-25674,62,15,7.752380952380952,4.65990990990991,1
RU_536255208,12,-12,38,7932,31925,-41332,-1,6,3.1653102453102453,2.2857142857142856,1
RU_536255332,-12,12,-13,-8933,-14266,813,-40,-30,-2.7063636363636365,-2.6148148148148147,0
RU_536255428,15,-15,0,15914,14041,14797,66,4,1.5928751803751806,1.1571428571428573,1
RU_536255597,13,-13,19,9900,13798,2912,47,41,2.3671428571428565,2.1824324324324325,1
RU_536255949,-22,23,-34,-16261,-30980,13070,-25,-5,-11.173333333333334,-9.752380952380953,0
RU_536256278,25,-25,41,15785,34352,-23751,52,4,5.747222222222222,5.352941176470588,1
RU_536256398,-15,15,-27,-10073,-16044,19290,-17,-7,-4.855,-3.490808823529412,0
RU_536256443,-21,20,-4,-14369,-35953,9503,-39,7,-2.939230769230769,-2.665317139001349,0
RU_536256454,-7,7,-17,-8850,-12309,27125,146,6,-2.412715617715618,-0.8521341463414633,0
RU_536256615,-11,11,-20,-12218,-25065,27241,39,-32,-3.6251587301587307,-2.0165692007797267,0
RU_536256652,24,-24,22,10564,-10020,34196,-54,-27,5.127657342657343,2.5230969420949902,1
RU_536256684,1,-1,9,6100,35378,-56211,104,-9,0.5951515151515157,0.33570412517780923,1
RU_536256708,-17,17,-6,-5184,-30718,17588,63,-49,-1.7167604617604617,-1.8577817531305905,0
RU_536256838,-9,10,-15,-6881,-16831,5992,-124,-18,-5.773333333333333,-3.9722222222222223,0
RU_536257234,-6,6,-39,-6346,-17136,6291,18,-50,-1.7828932178932184,-1.2436363636363637,0
RU_536257523,21,-21,8,14634,39777,-42,-18,24,4.263888888888889,3.3095238095238093,1
RU_536257865,-3,2,-14,-4763,-17796,7658,-33,-9,-0.8615079365079361,-0.6346320346320344,0
RU_536258205,-22,22,-38,-5392,-38796,23796,19,-101,-4.056923076923077,-3.665064102564102,0
RU_536258468,-18,18,-13,-13274,-34105,14373,-30,-10,-3.7226190476190477,-2.7815789473684216,0
RU_536258575,-14,14,-15,-8686,-12545,2181,-4,-21,-5.934285714285714,-3.6036363636363635,0
RU_536259212,19,-19,26,10966,16285,-2635,65,28,5.423333333333334,4.283549783549783,1
RU_536259813,-14,14,-15,-14127,1911,-17619,-62,8,-5.042222222222222,-2.8263888888888893,0
RU_536260020,-21,19,-51,-9615,-31601,5440,62,-12,-11.567171717171716,-5.75974025974026,0
RU_536260256,18,-18,15,10767,11793,-7924,102,17,6.164285714285715,4.297805642633229,1
RU_536260539,-3,3,-11,-6200,-14319,15334,-57,-27,-0.730952380952381,-0.7281105990783412,0
RU_536260575,6,-6,-2,6248,30540,-41537,-43,-15,1.3076190476190472,0.8149350649350646,1
RU_536260664,-6,6,-9,-8295,-31565,24400,-3,19,-1.2726190476190473,-1.075,0
RU_536260804,-11,12,-35,-5848,-18542,20869,-12,10,-3.091666666666667,-2.6844919786096257,0
RU_536260990,-20,19,-18,-14268,-25412,12850,-56,-33,-3.445238095238095,-2.9210526315789473,0
RU_536261111,-13,14,-31,-7952,3291,-2110,29,-9,-6.024191919191919,-2.592820512820513,0
RU_536261175,12,-12,7,2884,56778,-34965,-46,59,1.1750793650793652,1.096530920060332,1
RU_536261289,-9,9,-11,-13695,-16126,-2044,-78,6,-2.516666666666667,-2.1083333333333334,0
RU_536262973,9,-9,18,4052,5780,-5911,1,-10,1.8735569985569986,1.5461538461538464,1
RU_536263256,19,-19,26,16683,11152,1527,145,20,7.8238095238095235,7.208333333333333,1
RU_536264612,13,-13,19,9289,9942,-13199,35,38,5.203333333333332,3.455026455026455,1
RU_536264646,-26,26,-37,-11210,-28441,10452,80,-7,-3.8257720057720057,-3.0440476190476193,0
RU_536264652,-10,10,-3,-5829,-5307,7680,-50,-5,-1.7476190476190474,-2.3499999999999996,0
RU_536265179,-11,11,-10,-10849,-10831,-3625,-108,10,-5.338484848484849,-1.9090909090909092,0
RU_536265292,-4,4,-23,-1547,-49984,45749,-5,-14,-0.6123393273393276,-0.7563621193158117,0
RU_536266143,-14,14,-16,-9861,-16398,-4213,8,-20,-2.74047619047619,-2.4595959595959593,0
RU_536266234,26,-25,36,13696,48672,-38606,-4,63,7.434141414141415,5.425,1
RU_536266500,15,-15,10,14438,15244,-3914,34,47,3.1123809523809522,2.4815724815724813,1
RU_536266669,-3,3,0,-158,14324,-13170,2,7,-0.23619047619047606,-0.3200431034482758,0
RU_536266790,17,-17,12,10894,17855,-5371,49,-2,5.5241125541125555,2.575675675675676,1
RU_536267095,-17,17,-11,-11964,-17774,-21028,5,-17,-2.6538888888888885,-2.2896341463414633,0
RU_536267194,12,-12,31,11228,24814,-16044,64,16,6.55440170940171,1.6621052631578948,1
RU_536267391,-17,17,-27,-13025,-26730,15654,-20,-15,-8.05,-5.5962962962962965,0
RU_536267969,-34,34,-83,-15312,-12211,26416,24,28,-8.647777777777778,-8.019607843137255,0
RU_536269182,-18,18,-51,-4287,-95651,92802,53,-20,-2.1527048390206285,-2.142045454545454,1
RU_536269449,-25,25,-43,-11222,-42643,48405,-2,-18,-5.200952380952382,-4.493230174081238,0
RU_536269615,-28,28,-25,-14197,-41124,35073,-64,-37,-6.60465367965368,-3.961818181818182,0
RU_536271413,24,-24,9,14556,30641,-390,-8,58,7.529047619047618,3.4906743185078906,1
RU_536271439,-7,7,-33,-4109,-4157,24317,-123,-39,-0.8579220779220775,-1.196882690730107,0
RU_536271862,8,-8,13,5069,15252,-18370,8,36,3.8833333333333337,3.5625,1
RU_536271911,38,-38,49,16445,67363,-64162,-48,61,10.435555555555556,8.526395173453997,1
RU_536272556,9,-9,26,8654,23322,-20116,-31,13,3.063571428571429,1.9197802197802198,1
RU_536273061,25,-25,20,7502,17900,-17289,-67,8,3.9299389499389497,3.2301740812379105,1
RU_536273689,19,-18,20,8105,15805,-3538,-38,-6,3.0715873015873023,2.745493107104984,1
RU_536274606,-14,14,-40,-9991,-10161,1072,53,31,-6.913333333333334,-4.020833333333333,0
RU_536274653,-14,14,-6,-12884,-10262,-18934,-14,8,-3.8875757575757572,-1.7045454545454546,0
RU_536275022,-11,10,-15,-15753,-22545,3171,-104,-29,-1.5102380952380954,-1.4934934934934936,0
RU_536275150,-12,12,-14,-8803,-5608,10605,-16,13,-1.1160472860472863,-1.0724846736386584,0
RU_536276817,0,0,-30,-3328,-24379,20541,28,-27,-2.360555555555555,-1.1111111111111112,0
RU_536277062,16,-15,22,7984,22765,7001,-62,47,3.8190620490620493,2.201058201058201,1
RU_536277395,-21,21,-39,-13103,-23353,15617,67,-45,-8.838888888888889,-6.088235294117647,0
RU_536277757,14,-14,12,13769,20329,-9018,67,6,3.057619047619048,2.7632183908045977,1
RU_536277779,13,-13,10,10605,21126,7754,104,11,3.4642857142857144,2.9153439153439153,1
RU_536278523,-3,4,-14,-7951,14760,-34599,-13,-40,-1.218051948051948,-0.6314363143631434,0
RU_536278774,11,-11,29,11023,36048,-41702,-28,19,3.7671428571428573,2.3861892583120206,1
RU_536279342,-10,10,-8,-6004,-9625,13412,-66,-9,-4.1380952380952385,-8.051282051282051,0
RU_536279521,18,-18,18,13320,10293,5718,25,-4,8.804761904761905,8.125,1
RU_536279548,-27,27,-46,-17105,-54887,33590,-63,-26,-5.497301587301587,-4.441739130434782,0
RU_536280048,11,-11,20,10593,34337,-23896,62,13,4.9866666666666655,3.689102564102564,1
RU_536280178,21,-21,37,12044,24790,-22423,-160,14,6.800000000000001,4.874613003095975,1
RU_536280427,-3,3,5,6941,34932,-53525,122,-22,0.800779220779221,-0.18421052631578938,1
RU_536281698,-7,7,-18,-7879,-28964,32592,-9,-23,-0.9533333333333336,-1.7507836990595609,0
RU_536282425,-15,15,-67,-6551,-45329,46682,-71,-7,-4.552619047619047,-3.3920056100981766,0
RU_536282641,-9,9,14,-9883,-43981,29536,71,1,-0.6809595959595955,-0.41233766233766245,0
RU_536283148,6,-6,17,11179,18818,-8408,42,-22,5.786666666666666,3.732142857142857,1
RU_536283176,14,-14,30,12903,20644,7949,44,38,5.3281746031746025,3.995402298850575,1
RU_536283789,-18,18,-33,-8485,-16785,-4102,-32,-20,-6.266111111111111,-5.3076923076923075,0
RU_536283834,-11,11,-27,-7052,-39843,50167,-20,-21,-2.138095238095238,-1.8509984639016897,0
RU_536284433,-7,6,-21,-5235,34779,-45038,-20,-35,-1.0293578643578645,-0.9982905982905985,0
RU_536284521,1,-1,0,379,151,-1186,0,0,0.2,1.0,1
RU_536284699,-11,11,-5,-6943,-6558,-3520,35,-1,-3.24,-3.3055555555555554,0
RU_536285030,-17,17,-17,-15271,-13622,-5893,5,-30,-6.923333333333334,-4.636363636363637,0
RU_536285197,-8,8,-11,-11506,-4991,-9382,-5,-2,-2.2245238095238102,-1.603030303030303,0
RU_536285712,-15,15,-21,-8620,-24064,25767,-41,-26,-4.482142857142857,-4.479020979020978,0
RU_536285714,-18,18,-36,-5127,-22672,25605,11,16,-4.148095238095238,-3.531283138918346,0
RU_536285956,12,-11,6,11423,30700,-29868,51,19,3.1185714285714283,2.07563025210084,1
RU_536286201,-14,14,-26,-4916,-1025,2757,32,35,-6.1800000000000015,-3.0294117647058822,0
RU_536286335,-21,21,-37,-5554,-92370,109989,-48,18,-2.253755192176244,-2.213986013986014,0
RU_536286415,9,-9,50,10035,25202,-31491,-32,36,2.645757575757576,2.804705882352941,1
RU_536286795,-7,8,-3,-4634,-7520,2305,7,-23,-1.7107808857808853,-0.6124999999999998,0
RU_536288052,-18,18,-2,2481,8858,-23283,132,102,-1.1015551699762232,-1.1702710935120315,0
RU_536288451,0,0,8,-5743,-18555,12809,-29,2,0.08015873015873032,0.18181818181818166,0
RU_536288505,8,-8,19,8630,46452,-31053,13,3,1.7189682539682538,1.4231127679403541,1
RU_536288604,17,-17,31,10528,28237,-31330,-63,5,6.098333333333333,4.439583333333333,1
RU_536288909,-6,6,-10,-9998,-10147,-8585,-29,-16,-1.6529437229437227,-1.486315789473684,0
RU_536288958,8,-8,14,5662,26605,-15051,-20,21,1.1293650793650793,1.2245614035087722,1
RU_536289355,-7,7,-18,-11563,1770,-14693,-105,-2,-2.3083333333333336,-1.7398119122257052,0
RU_536289512,-17,17,-36,-10269,-32568,31958,-50,-36,-5.340548340548341,-3.1239837398373984,0
RU_536289551,4,-4,19,5131,29029,-28704,-67,14,1.9988095238095238,1.1923076923076925,1
RU_536290791,16,-16,17,7886,4446,16423,-50,36,2.9520745920745926,2.2413793103448274,1
