match_id,kills_diff,deaths_diff,assists_diff,gold_diff,damage_diff,damage_taken_diff,cs_diff,vision_diff,mean_kda_diff,team_kda_diff,win_blue
EUW1_7418695876,14,-14,37,7324,11015,-2234,-70,10,4.652727272727272,4.208333333333333,1
EUW1_7418704340,-16,16,-21,-10214,-22076,3580,-17,-9,-6.37547619047619,-3.6875,0
EUW1_7466507897,-1,1,-6,7513,24241,-22856,-10,15,-0.43131313131313087,-0.2595238095238095,1
EUW1_7466578107,-27,27,-23,-14536,-35452,19990,-70,-6,-9.891666666666667,-7.305555555555556,0
EUW1_7467184674,3,-3,1,-2299,-17283,32851,-39,-9,0.38547619047619053,0.4342857142857146,0
EUW1_7468557157,-2,2,-7,-2819,-10212,13070,-53,-14,-3.391666666666666,-0.7213622291021673,0
EUW1_7468594630,8,-8,21,7820,18536,-27208,107,16,2.246666666666666,2.1345029239766085,1
EUW1_7468638588,4,-3,13,2726,8081,3015,-52,-38,1.0776984126984126,0.6860095389507155,1
EUW1_7482358528,-19,19,-10,-13436,-33032,27020,-41,0,-2.906904761904762,-2.5217948717948717,0
EUW1_7482391222,-4,4,-8,-3312,-5367,-3480,1,-12,-2.599999999999999,-1.4166666666666665,0
EUW1_7482422962,16,-16,28,12248,34546,-14600,-2,9,7.4352380952380965,2.9186602870813396,1
EUW1_7486950519,4,-4,35,818,50789,-63540,-5,13,1.3595177045177045,1.160455486542443,1
EUW1_7487179789,17,-17,14,8203,12947,-8982,74,8,6.3,5.946428571428571,1
EUW1_7491044632,25,-25,45,16366,30474,-5205,56,20,11.933333333333334,8.857142857142858,1
EUW1_7492136448,-13,13,-14,-6003,-9419,-776,-4,-16,-3.9916666666666663,-3.269230769230769,0
EUW1_7497787578,-3,3,-36,-6683,14423,-9270,2,6,-1.609206349206349,-1.5656682027649769,0
EUW1_7505393141,-16,16,-29,-6683,-33857,19212,-12,8,-6.6611111111111105,-4.073083778966131,0
EUW1_7506051938,9,-10,-1,10457,35877,-17243,82,7,2.69,1.5336538461538463,1
EUW1_7523468682,20,-20,46,7717,16803,-7064,-120,18,8.242698412698413,5.090620031796502,1
EUW1_7528275014,-19,19,-28,-14771,-11302,-4860,-33,-3,-7.8290476190476195,-4.91991341991342,0
EUW1_7528316159,-21,21,-42,-11625,-38379,31664,-32,-25,-10.79021645021645,-7.112903225806452,0
EUW1_7528347316,-22,22,-25,-14494,-35504,11316,5,-8,-6.292698412698412,-4.0166666666666675,0
EUW1_7528387229,-7,7,10,-5208,-52574,44089,-28,5,-0.18956043956043978,-0.3836257309941522,0
EUW1_7528459540,8,-8,16,5220,9657,-12618,-7,-19,1.5385714285714285,1.5224242424242422,1
EUW1_7528496320,1,-1,8,632,-39333,52629,20,5,0.31441613941613955,0.2711416490486256,0
EUW1_7530274934,0,0,0,85,-362,491,1,0,0.0,0.0,1
EUW1_7530287578,13,-13,10,9324,19968,-10104,80,17,4.295,3.803571428571429,1
EUW1_7530303462,-13,13,-11,-11352,3561,-17777,-24,-3,-3.0523809523809526,-2.182565789473684,0
EUW1_7532498588,19,-19,23,12902,17206,6000,62,43,3.6543650793650793,3.6192810457516345,1
EUW1_7532542140,1,-1,-22,11423,-7991,19972,118,-33,-0.10833333333333339,-0.6075268817204305,1
EUW1_7537495008,32,-31,24,10033,22150,-2373,-35,14,11.39090909090909,5.770979020979022,1
EUW1_7537532424,14,-14,25,11237,56652,-64486,60,-28,2.207222222222222,2.000716845878136,1
EUW1_7537583849,-11,11,-18,-5827,-5391,14800,-38,-4,-6.116666666666667,-6.127450980392156,0
EUW1_7538887929,-9,9,-34,2173,49397,-55513,-72,-20,-1.7777777777777777,-1.7941176470588234,1
EUW1_7538954653,13,-13,22,10363,49929,-39523,61,23,6.656666666666667,3.6005291005291005,1
EUW1_7539000591,11,-11,18,5502,16932,-5717,52,-30,2.262777777777778,1.6530214424951266,1
EUW1_7539041437,7,-7,-4,-4823,12722,-28205,-32,17,0.35108225108225133,0.512919896640827,0
EUW1_7540083873,11,-11,17,14517,15848,-147,66,22,2.4830158730158733,2.340322580645161,1
EUW1_7540167979,-4,4,-8,-5983,-6782,12273,-2,29,-1.3866666666666665,-1.1010101010101008,0
EUW1_7540245399,6,-6,7,4576,-1415,-22,-27,-3,0.920952380952381,1.146153846153846,1
EUW1_7540332763,-11,11,-24,-6002,19459,-23984,54,20,-2.4416666666666664,-1.9750519750519753,0
EUW1_7540427642,-17,17,-10,-11099,-5573,748,-52,-3,-6.453333333333334,-5.476190476190476,0
EUW1_7540701294,3,-3,1,5119,1341,16590,-13,46,1.0542857142857143,0.39629629629629637,1
EUW1_7540917297,16,-16,26,8080,68122,-64810,5,0,2.588888888888889,2.6580534022394486,1
EUW1_7541016861,2,-2,-5,-3140,5186,4211,23,9,0.8035714285714293,0.06140350877192979,0
EUW1_7541097656,0,0,0,47,120,-313,2,0,0.0,0.0,1
EUW1_7541115052,9,-9,8,832,45760,-50557,17,18,0.9577411477411477,1.107258064516129,0
EUW1_7543430030,28,-28,28,8898,53670,-36583,11,-16,5.368632478632479,4.326987681970885,1
EUW1_7543446595,1,-1,8,-6973,-8360,-2056,-77,-26,-0.675238095238095,0.6470588235294117,0
EUW1_7545387985,-9,9,-23,-8409,10419,-32794,-12,24,-2.078333333333333,-2.0879765395894427,0
EUW1_7545419224,-29,29,-39,-11924,-30311,30864,-40,-27,-12.90452380952381,-7.302272727272728,0
EUW1_7545441196,8,-8,9,5979,16474,-731,-36,53,1.420952380952381,1.3597285067873304,1
EUW1_7545479780,21,-21,26,9543,19551,66,19,34,7.854213564213565,3.4131578947368424,1
EUW1_7545489212,-14,16,16,-10390,-3149,3495,33,-18,-1.121978021978022,-1.1855072463768113,0
EUW1_7547307060,9,-9,23,5091,37163,-48112,-23,-5,2.0661111111111112,1.8835164835164835,1
EUW1_7547365202,12,-12,10,13142,4085,8233,24,19,4.731984126984127,2.1969439728353137,1
EUW1_7547404912,-8,8,-19,-9609,1008,-11429,-57,23,-1.9056060606060607,-1.3701754385964913,0
EUW1_7547428430,-6,6,-7,-6833,8616,-20997,-20,8,-0.957380952380952,-1.1,0
EUW1_7547464172,-8,8,-30,-8308,-32021,34571,-29,-9,-2.455238095238096,-2.1875,0
EUW1_7547484585,15,-15,43,7505,31226,-24283,-75,43,5.668888888888889,4.238970588235294,1
RU_515410464,-12,12,-31,-9557,-12363,10679,-21,-8,-5.872222222222222,-3.9945054945054945,0
RU_524030293,-14,14,-16,-15134,-22614,7590,-112,-6,-5.456666666666667,-5.904761904761905,0
RU_524067743,12,-12,26,-84,-9638,10190,-107,4,3.777142857142857,2.117408906882591,0
RU_524074249,-2,2,0,-6059,-10867,2168,-50,-8,-1.3099999999999994,-0.4404761904761907,0
RU_524127080,16,-16,28,9005,12145,-9182,-2,32,9.116666666666665,8.545454545454545,1
RU_524148090,11,-11,28,8905,26411,-24365,6,16,8.162857142857144,4.1268115942028984,1
RU_524151048,18,-18,24,8386,14151,-14416,84,16,8.055714285714286,7.234285714285715,1
RU_524211315,28,-28,32,8630,36131,-18933,-94,11,5.8116666666666665,4.429166666666667,1
RU_524544594,-2,1,1,-1152,-943,-1429,-31,1,-0.19999999999999996,-0.55,0
RU_524546391,17,-17,21,14234,10200,-15648,-47,36,8.29095238095238,4.448717948717948,1
RU_524550320,10,-10,15,11187,9122,-1902,-3,2,5.055714285714286,1.71875,1
RU_524567893,8,-8,12,9145,2467,-1325,80,12,3.4733333333333336,3.0065359477124183,1
RU_525356174,32,-32,16,10751,23997,-10296,-44,10,7.941861471861472,4.513805522208884,1
RU_525364836,10,-10,50,11938,10548,-27039,86,-37,3.1057359307359307,2.0893719806763285,1
RU_525434436,-15,15,-17,-13637,-15846,10427,-47,-18,-5.7630952380952385,-3.3,0
RU_525438386,25,-26,48,16551,37236,-6108,-10,-10,9.312460317460317,6.792857142857144,1
RU_526235199,20,-20,19,12260,13666,-3658,97,11,8.459999999999999,21.318181818181817,1
RU_526372555,-8,8,10,-6465,-8281,-11937,-20,-8,-1.8083333333333336,-0.6242424242424243,0
RU_526502214,-6,6,-20,-3751,-4442,-4547,42,20,-1.2145238095238096,-1.2121710526315788,0
RU_526811958,8,-8,8,6348,-36892,37841,-34,43,3.696666666666667,1.8119658119658117,1
RU_526818965,3,-3,11,5376,-14095,26357,-21,-53,-0.4971428571428569,0.5662393162393164,1
RU_526821457,12,-12,16,15349,12294,-4113,150,26,6.383333333333335,5.624060150375939,1
RU_526823022,-9,9,-16,-11171,-25047,19914,-67,-12,-1.755952380952381,-1.3706563706563708,0
RU_526872675,-20,21,-14,-14103,-25263,-7872,-41,-31,-4.9876556776556775,-3.0256410256410255,0
RU_526874164,-2,2,2,-10064,-14181,-1807,-89,20,-0.1344444444444446,-0.11781011781011808,0
RU_526878724,-12,12,-16,-8649,-31625,22388,-8,-22,-2.233650793650794,-1.989189189189189,0
RU_526881156,-31,30,-38,-12491,-23861,9693,-29,-43,-5.4711544011544015,-4.156685808039377,0
RU_526883412,14,-14,30,6750,12579,-30594,-135,12,1.492323232323233,1.630952380952381,1
RU_526962727,-22,22,-16,-5431,1240,-1840,-23,-12,-2.378846153846154,-2.737021276595745,0
RU_527089446,2,-2,29,6736,-1095,6893,-54,-22,1.4479365079365079,1.1173020527859239,1
RU_527162882,-8,8,8,80,24657,-11822,52,-30,1.5316883116883115,-0.4394129979035637,1
RU_527172815,22,-22,35,13711,41963,-24615,55,8,4.2666666666666675,3.7272727272727266,1
RU_527176975,-22,22,-57,-11288,-40171,31757,57,49,-4.823094062799945,-2.9816765918460835,0
RU_527178390,-17,16,-22,-14641,-49610,39318,-51,-15,-3.1235714285714287,-2.767942583732058,0
RU_527191683,7,-7,15,3950,7409,3467,19,31,1.2103896103896101,1.29520697167756,1
RU_527192109,-11,11,-8,-5850,-11682,5279,-39,-28,-2.0183333333333326,-2.1192982456140346,0
RU_527195071,-26,27,-34,-10175,-46452,48938,11,13,-7.965108225108225,-5.696864111498258,0
RU_527199419,12,-12,25,10116,15506,-10290,-69,3,2.643109243697479,1.957142857142857,1
RU_527199736,-17,17,-25,-13793,-29793,6861,-86,-44,-4.162113997113997,-2.5447154471544713,0
RU_527203149,-15,15,-11,-6072,-10226,11105,-34,-6,-5.543333333333333,-5.2727272727272725,0
RU_527203602,7,-7,42,8996,-28103,37514,79,10,1.7702626664700976,1.3514578408195432,1
RU_527262813,22,-22,24,12510,26103,-13358,26,7,10.7,13.403846153846153,1
RU_527266974,4,-4,6,5240,-2890,7304,10,46,0.49043290043290044,0.6708463949843257,1
RU_527273915,17,-18,33,11012,-4800,11462,8,33,7.266111111111111,5.141439205955335,1
RU_527504552,3,-1,24,12879,13296,-5359,88,8,2.564999999999999,1.3260869565217392,1
RU_527508453,-7,7,-6,-9419,-11553,1504,-49,-4,-4.916666666666667,-1.1685185185185185,0
RU_527510493,16,-16,16,13795,25339,-20154,78,-24,5.502777777777777,2.1831501831501834,1
RU_527513208,-12,12,-26,-13145,-22274,10362,-7,-28,-2.805079365079365,-2.4331550802139033,0
RU_527583856,12,-12,8,8058,7065,-3444,-83,26,2.2195238095238095,2.2888888888888888,1
RU_527635253,-17,17,-19,-1498,-36,-9967,23,-23,-3.0116450216450215,-2.2098950524737635,0
RU_527674669,22,-22,26,9208,26734,-13483,-17,0,4.367424242424242,4.072222222222223,1
RU_527751700,22,-22,53,13900,34633,-25081,-22,24,11.102092352092352,4.619047619047619,1
RU_527752927,-17,17,-20,-15724,-32701,14943,-143,-17,-7.6797619047619055,-4.467532467532467,0
RU_527754216,4,-4,4,10677,24247,-16645,31,21,0.876103896103896,0.45128205128205123,1
RU_527848671,14,-14,14,11376,35329,-18744,48,-5,3.769588744588745,1.7287878787878785,1
RU_527887967,-20,20,-22,-8995,-25794,176,1,-107,-2.6597691197691193,-2.586666666666666,0
RU_527924370,6,-7,6,5330,29936,-20949,47,-16,0.8407936507936506,0.7,1
RU_528083354,5,-5,4,2446,13872,-9801,38,13,1.4311111111111112,1.4,1
RU_528083572,-13,13,-7,-9709,-26838,35538,49,-12,-1.3752669552669556,-1.5328407224958949,0
RU_528084958,14,-14,12,9339,11544,-9637,73,19,5.409523809523809,6.378947368421052,1
RU_528086197,-12,12,-20,-5195,-28857,28892,135,32,-1.8805982905982903,-1.8603868797308662,0
RU_528172999,-3,3,-19,-9511,-2788,4751,-49,-3,-2.033333333333333,-1.5167464114832532,0
RU_528174912,14,-14,8,11730,8641,10579,9,16,3.692857142857142,3.7818181818181817,1
RU_528180546,-15,15,-12,-7057,-11525,4450,-2,-3,-2.8294444444444444,-1.86,0
RU_528182247,-17,17,-29,-7728,-28268,31607,45,-20,-6.765000000000001,-4.066287878787879,0
RU_528185000,3,-3,10,-6357,-15737,9807,-68,-6,0.6857936507936508,0.6161616161616159,0
RU_528185873,9,-9,-4,6798,14565,5102,20,12,0.46995670995671013,0.7441016333938295,1
RU_528908866,2,-2,18,3929,14523,-17748,-56,-36,1.0271428571428571,0.7134199134199135,1
RU_528924277,-15,15,-14,-9023,-46978,35704,17,-19,-3.653333333333333,-3.1121323529411766,0
RU_528928071,-3,3,-23,-5972,-376,-23304,7,-72,-2.515,-1.1221198156682026,0
RU_529078778,-4,4,-15,-6921,-346,-8772,54,47,-1.0031746031746032,-0.7786377708978327,0
RU_529094278,9,-9,2,3519,3967,-4717,50,-8,1.9533333333333327,2.6323529411764706,1
RU_529123440,-7,7,-22,1093,8975,-16553,42,10,-2.6663708513708513,-1.6002178649237475,1
RU_529178606,18,-17,45,11419,34825,-23617,43,94,2.8869535693065105,1.7430426716141,1
RU_529408375,-1,1,-6,-9433,-50582,42950,-81,32,-0.28643939393939366,-0.18775510204081636,0
RU_529408676,-13,13,-25,-7105,-21065,-1639,9,-31,-3.461818181818182,-2.7355072463768115,0
RU_529419330,-6,6,7,-3520,-1359,-12458,-40,-9,-0.18380952380952387,-0.4346153846153844,0
RU_529420747,3,-3,27,4728,19291,-15939,-93,-12,4.158095238095238,1.734782608695652,1
RU_529463470,-25,25,-20,-15497,-43123,41601,-65,-12,-6.809567099567099,-3.388888888888889,0
RU_529482884,-12,12,-10,-12347,-9337,-12214,-29,-29,-3.244285714285714,-1.2329545454545454,0
RU_529511389,0,0,-3,-6401,-1706,-2269,-16,-17,-0.21606060606060606,-0.09375,0
RU_529515156,-15,15,-14,-11426,-26962,18316,-102,7,-5.883095238095239,-2.8842364532019706,0
RU_529516634,31,-31,37,15668,20733,-11300,74,15,11.396031746031746,8.614634146341462,1
RU_529521216,-18,18,-29,-12557,-12842,5825,-88,-32,-8.635555555555555,-10.495652173913044,0
RU_529522124,4,-4,-10,-2866,-21628,26058,56,-42,-0.2654761904761904,0.05366726296958868,0
RU_529527587,-9,9,-6,-9680,-16802,-13248,-73,4,-2.147222222222222,-1.3020527859237538,0
RU_529563712,15,-15,14,12802,14503,-5378,88,14,1.7161904761904763,2.0159474671669795,1
RU_529684974,-16,16,-31,-12859,-50356,55062,-50,33,-2.34984126984127,-2.1316526610644257,0
RU_529718729,-9,9,-12,-7292,-11505,14267,-15,1,-1.8766666666666663,-2.15,0
RU_529720677,21,-21,33,9315,-12175,23340,-78,42,9.877460317460319,2.962758620689655,1
RU_529751309,20,-20,20,11097,42637,-29708,-51,17,8.563333333333333,7.142857142857143,1
RU_529753588,15,-15,13,7054,10928,-11576,-18,3,5.334761904761905,5.558441558441558,1
RU_529757252,-11,11,-12,-5373,-18986,13827,13,-1,-2.185353535353535,-1.5970695970695972,0
RU_529761015,2,-2,3,-3189,-13416,11137,-61,37,1.1144444444444446,0.401098901098901,0
RU_529764001,12,-12,30,13092,51336,-63840,-60,32,2.5238095238095237,2.4064864864864863,1
RU_529769166,-18,18,-15,-10255,-11718,-7125,-34,-7,-3.5928571428571425,-3.6909090909090914,0
RU_529773050,1,-1,3,3128,3391,13816,-37,33,0.1257936507936508,0.16571834992887613,1
RU_529828483,1,-1,14,10668,-1175,-2602,-17,-22,0.409126984126984,0.48650793650793656,1
RU_529830930,-22,22,-36,-7108,-34626,28287,18,-13,-6.531298701298701,-3.921428571428571,0
RU_529834862,3,-3,10,-3438,-8493,13407,-87,-28,0.5073232323232322,0.5250320924261875,0
RU_529868270,-7,7,-17,-5638,-7463,2192,-11,-1,-1.021904761904762,-1.1762820512820513,0
RU_529877474,3,-3,8,12411,11562,-5565,76,-10,3.0166666666666675,1.0777777777777775,1
RU_529935226,22,-22,34,9431,18528,-4238,-40,13,5.023333333333334,4.389140271493213,1
RU_529939095,-3,4,-5,919,21898,-25865,81,-33,-0.2641758241758243,-0.5098901098901099,0
RU_529950258,-4,4,-8,-6747,-14800,-11141,30,-25,-1.9980602730602737,-0.5045454545454544,0
RU_530059457,12,-12,16,6080,8836,-9698,1,12,5.446666666666666,4.775,1
RU_530062331,-7,6,-13,-4897,-18958,2243,68,3,-2.641428571428571,-1.3333333333333335,0
RU_530065589,11,-11,17,5497,14811,-4542,25,11,1.9022222222222223,1.909090909090909,1
RU_530067984,-7,7,-19,-7082,-14176,7269,-26,-7,-1.2935064935064933,-1.2266857962697273,0
RU_530075185,22,-22,28,14866,16531,-6473,19,19,8.861111111111112,6.659498207885305,1
RU_530175061,0,0,0,0,662,-409,0,0,0.0,0.0,1
RU_530196810,9,-9,11,4918,6477,-14957,10,30,1.3418470418470423,1.2080792682926829,1
RU_530200603,-3,3,-12,-7804,-20233,10978,-23,5,-0.7847619047619045,-0.6888045540796965,0
RU_530203884,21,-20,33,10304,14968,-4518,-16,-21,4.203484848484848,3.351111111111111,1
RU_530209138,-16,16,-28,-8625,-17779,9498,60,-20,-7.890000000000001,-5.884444444444444,0
RU_530211439,10,-9,27,7054,8015,10597,-77,29,1.76017316017316,1.7985480943738659,1
RU_530216137,19,-19,18,10646,36913,-28653,7,-7,6.422380952380953,5.403448275862068,1
RU_530216751,-17,17,-9,-11737,-28018,14048,2,-5,-4.389999999999999,-3.729885057471264,0
RU_530224016,-14,14,-20,-11142,-25855,21112,-60,15,-6.65952380952381,-3.931623931623932,0
RU_530224908,12,-12,15,12038,20918,-3952,39,-16,2.0198412698412698,1.902777777777778,1
RU_530313080,-1,1,-1,685,-246,1903,16,-1,-0.5,-2.0,1
RU_530387336,29,-29,14,14905,36509,-1962,35,17,6.109411764705882,4.086956521739131,1
RU_530387603,11,-11,17,6825,12815,-6731,102,-8,6.0,15.26923076923077,1
RU_530402732,-22,23,-33,-5245,-31917,22970,-17,19,-4.868589743589744,-3.1883753501400562,0
RU_530424964,2,0,19,10023,19028,-12248,104,3,0.8259523809523812,0.5833333333333335,1
RU_530451083,-16,16,-36,-16092,-26720,5410,-81,-23,-4.646031746031746,-3.8,0
RU_530457882,11,-11,37,9593,22368,-14201,90,20,4.266904761904762,2.543333333333333,1
RU_530459312,-17,17,-20,-7065,-28965,31838,23,-3,-6.047948717948717,-4.197435897435898,0
RU_530498588,16,-16,16,9131,44600,-37418,96,-16,3.2649999999999997,3.440860215053764,1
RU_530501661,-20,18,-31,-15858,-66788,60256,10,-25,-4.623888888888888,-2.9107142857142856,0
RU_530551796,-7,7,-14,-7348,-14189,7781,37,-21,-0.9995238095238093,-1.1083333333333334,0
RU_530553139,-13,13,-26,-5749,-10860,5588,-87,-13,-7.933333333333332,-7.868421052631579,0
RU_530691378,20,-20,18,11775,16624,-12726,36,8,6.92,6.446428571428571,1
RU_530704943,-10,10,-20,-4292,23119,-35946,-59,14,-1.7097741147741146,-1.3341000575043127,0
RU_530706314,1,-1,1,458,558,-619,0,0,0.4,2.0,0
RU_530769081,-13,12,-14,-9340,-20863,8989,18,-10,-1.6207020757020763,-1.3384615384615381,0
RU_530839672,0,0,0,-25,76,-317,3,0,0.0,0.0,0
RU_530849861,7,-7,15,10851,-6512,41521,75,-25,1.562380952380952,1.6904761904761905,1
RU_530852869,0,1,-8,7587,-3837,12361,34,1,-0.9028571428571421,-0.3719211822660098,1
RU_530854629,23,-23,15,11656,18275,-14151,58,8,5.283333333333333,4.807486631016042,1
RU_530858145,-1,1,-1,-4489,-24775,29571,-17,0,0.11333333333333373,-0.18115942028985543,0
RU_530860105,4,-4,-9,-2805,4317,-13923,-25,21,0.0297619047619051,0.14432234432234425,0
RU_530861008,24,-23,26,6837,47798,-34448,-81,24,3.106752136752137,3.152173913043478,1
RU_530938680,18,-18,16,8711,24267,-19342,65,14,8.133333333333335,5.8076923076923075,1
RU_530939929,3,-3,-8,-8866,-30596,18084,-65,21,-3.1636904761904763,0.0700431034482758,0
RU_531032318,-9,9,-9,-10573,-18247,19289,4,18,-6.818412698412699,-1.4717647058823529,0
RU_531036244,19,-19,16,13082,11352,15685,-47,37,3.84047619047619,3.256756756756757,1
RU_531051632,-23,22,-30,-8700,-37210,25895,-56,-10,-6.620317460317461,-4.212669683257919,0
RU_531105822,28,-28,36,10656,27718,-16936,18,7,7.5074603174603185,6.558333333333333,1
RU_531119793,11,-11,9,5554,30985,-21104,-50,9,1.494307359307359,1.3821138211382116,1
RU_531130965,21,-21,34,11876,15197,995,-60,24,9.117460317460317,6.273755656108597,1
RU_531139356,-15,15,-28,-12774,-26410,30787,-41,10,-6.818333333333333,-3.625,0
RU_531142575,13,-13,25,9516,17618,-11113,-5,-3,7.460000000000001,9.477777777777778,1
RU_531194937,-28,28,-41,-16720,-37205,18219,-117,-21,-11.795555555555554,-7.96969696969697,0
RU_531201238,1,-1,2,-414,623,-2309,0,-1,0.75,3.0,0
RU_531202800,-2,2,-17,-7495,-10524,12815,84,5,-1.1271717171717173,-0.6354816354816357,0
RU_531203176,-7,7,-19,-9144,-24313,10501,-41,-2,-2.068744588744589,-1.3137254901960782,0
RU_531221737,21,-21,40,13039,37697,-34398,-7,7,11.782222222222222,12.24074074074074,1
RU_531223136,14,-14,24,4747,10631,2836,-23,21,5.045238095238096,3.949425287356322,1
RU_531302966,31,-31,38,14574,18801,-13321,56,-9,5.720952380952381,4.297906602254429,1
RU_531309207,13,-13,8,5947,12888,-3352,11,-5,2.645555555555555,2.4892241379310347,1
RU_531365987,12,-12,18,5657,9097,-10955,7,2,6.383333333333333,7.694117647058824,1
RU_531368237,-11,11,-36,-7792,-4020,3751,28,-48,-2.7579365079365075,-2.141321044546851,0
RU_531371861,-31,31,-54,-18639,-44317,28326,-93,-4,-16.355281385281383,-13.774436090225564,0
RU_531374321,-10,10,-17,-7484,-3251,-11542,-40,6,-3.4828571428571427,-2.1166666666666663,0
RU_531375520,-16,16,-26,-9589,-23867,4624,-87,-8,-3.926190476190476,-3.5828877005347595,0
RU_531378110,-17,17,-32,-14152,-25645,11841,-5,4,-7.9609523809523814,-3.852941176470588,0
RU_531380014,22,-22,49,12218,32575,-10305,-35,2,5.45579365079365,3.9347826086956523,1
RU_531380907,-13,13,-54,-2369,-44406,36430,-14,-34,-2.9421794871794873,-2.198717948717949,0
RU_531383681,-35,35,-35,-18641,-25955,3065,-128,-32,-15.21,-19.07051282051282,0
RU_531387631,-9,9,-27,-9563,10521,-7611,-32,28,-2.2366666666666664,-2.269794721407625,0
RU_531388030,-9,10,-1,-3312,1905,8293,65,13,-4.335714285714285,-1.3725490196078431,0
RU_531397717,4,-4,4,7269,65,3671,-72,-12,1.8547619047619048,0.8250000000000002,1
RU_531441622,-8,8,-13,-8298,-16037,6719,-69,2,-2.089523809523809,-2.234782608695652,0
RU_531454289,12,-12,16,9682,-6440,26922,30,25,3.853333333333333,3.2857142857142856,1
RU_531459218,10,-9,0,7839,25928,1019,-2,21,1.3095238095238098,0.9739382239382239,1
RU_531463313,-15,15,-9,-7254,-22044,14830,-62,-8,-3.225,-4.2228260869565215,0
RU_531497782,-19,19,-15,-11164,-30069,8608,-43,-24,-3.0449783549783547,-2.1159420289855073,0
RU_531499174,17,-17,15,8459,18345,-18272,45,7,6.83952380952381,7.945454545454546,1
RU_531501945,27,-27,29,8029,52757,-23347,19,18,8.995555555555557,5.865384615384615,1
RU_531506596,17,-17,10,7241,19669,-5143,4,20,4.58,5.071428571428571,1
RU_531510385,-15,15,-2,-8712,-45584,35584,-89,-12,-4.333333333333332,-2.1856617647058822,0
RU_531521867,-2,3,10,-9071,-10498,2378,-66,17,0.051443001443001624,0.02916666666666634,0
RU_531524901,18,-18,10,7361,8667,-10111,22,-2,4.914285714285714,5.916666666666666,1
RU_531533596,11,-11,14,5386,10984,14656,-16,9,2.1322222222222225,1.7087912087912085,1
RU_531538482,-12,12,-19,-12420,-29884,4082,32,12,-1.7943290043290048,-1.5349544072948327,0
RU_531568869,-7,7,-7,-7580,-16054,5588,4,4,-3.0623809523809524,-1.8038461538461537,0
RU_531573749,-27,27,-62,-13420,-65427,63593,99,-25,-15.07095238095238,-12.282142857142857,0
RU_531574890,15,-15,32,9277,14670,-17352,-86,27,7.121825396825395,3.4191919191919196,1
RU_531578273,1,-1,2,-3129,-21495,20558,-36,17,1.8002164502164502,0.1613190730837788,0
RU_531579658,-10,10,-2,-6780,-16971,20098,-103,7,-3.2466666666666666,-2.6198830409356724,0
RU_531582591,16,-16,25,9774,41168,-33308,47,20,2.780952380952381,2.4267399267399266,1
RU_531599184,11,-11,19,9558,24248,-30637,34,13,3.160714285714286,2.3870967741935485,1
RU_531599882,-13,13,-36,-9230,-19790,5136,63,2,-6.596450216450215,-2.3407224958949095,0
RU_531604514,-12,12,-15,-2902,2504,-10954,63,14,-2.754025974025974,-1.6821428571428572,0
RU_531604964,6,-6,22,3674,13789,-3581,-25,5,3.582857142857143,1.75,1
RU_531619375,20,-20,27,13619,33886,-27713,126,6,6.45952380952381,4.874125874125874,1
RU_531623501,-19,18,-24,-16043,-22079,9946,47,-9,-4.13530303030303,-3.322344322344322,0
RU_531627861,-11,11,-38,-6018,12348,-15831,14,-7,-2.094199134199134,-1.7156862745098038,0
RU_531652790,9,-9,30,6838,38006,-36060,-66,7,3.2982595182595187,1.8348457350272231,1
RU_531676902,1,-1,27,-789,18214,-20915,103,13,0.6927221797810033,0.543181818181818,1
RU_531684154,-26,26,-26,-15034,-9483,10214,-22,-20,-7.630238095238095,-4.552667578659371,0
RU_531702070,19,-19,24,11088,34843,-29421,27,-13,6.804761904761905,4.677884615384615,1
RU_531703891,-10,10,-11,5864,-43042,33502,68,33,-1.742460317460317,-1.0017551557700743,0
RU_531731961,-12,12,-13,-9241,-12020,10066,13,-26,-3.1535714285714285,-2.4777777777777774,0
RU_531732059,10,-10,8,8269,7637,-471,64,19,4.010000000000001,2.9499999999999997,1
RU_531745022,-15,15,10,1753,-1977,5389,-55,55,-0.8054761904761905,-1.1627906976744187,1
RU_531771328,8,-8,-15,-510,22957,-21081,-54,-1,0.15949383949383966,0.24340467894474838,0
RU_531773770,18,-18,30,14204,38629,-28138,50,22,8.335238095238095,5.6000000000000005,1
RU_531777640,6,-5,3,8674,7383,18583,34,11,3.6872077922077926,0.5860215053763442,1
RU_531778078,8,-7,-7,8483,39595,-26224,-17,38,0.3994444444444447,0.5192307692307692,1
RU_531782861,14,-14,22,12264,35572,-53372,42,38,2.940873015873016,2.8000000000000003,1
RU_531783257,17,-17,44,5589,14097,-16266,-62,52,4.447619047619048,3.6445221445221443,1
RU_531802093,-11,11,-6,-12550,-20785,9822,8,4,-2.105,-1.4133333333333333,0
RU_531802979,-17,17,-24,-14150,-12130,-8160,-80,-29,-7.403333333333332,-6.57,0
RU_531806326,2,-2,17,-1572,26063,-38184,-24,-4,-1.9772222222222222,0.7444852941176472,0
RU_531807063,13,-13,25,8749,-7621,19057,32,17,2.20982683982684,1.621794871794872,1
RU_531824378,6,-6,8,10837,19125,9692,145,12,1.4723809523809526,0.9935483870967741,1
RU_531824996,-20,20,-13,-11556,-18804,-4154,-44,16,-7.866190476190477,-4.816091954022988,0
RU_531840003,-12,12,-23,-9864,-17518,-4589,32,-1,-1.9902380952380954,-2.002849002849003,0
