gameName,tagLine,puuid,summonerLevel
Oleg Insec,демон,QsvOQtw8Uf_hbc1uIPS5IdseDEWIPjPEqg0yVbcyzGJwJ6eqazn9fyUpnl-T_xSq5qUC3jW9lA7rUw,43
Egoism,love,zirt3J5vY_uyGWtgoXN9LgMqvBO2LqkllT_QxOA4Tz6KBbPxhfLCChSEpHembGLGAveSgSjulTWgwQ,57
Iøveísøvèrrãtèd,łvmé,sqiLJsNR3gGpcd4ZUNRtECHdC0xM08MreFH8-i8buewLRX7o9ADa5kEIia69ELgRseNM0GnK5gR0Rw,90
86 FULLCLEARS,mew,9M8p6XPUHvSMyyNppE_Ere2pwFUQGJIeraMWtFm989vTJjHqokKLREOedngH-Ls46W1bCT88-lBznw,531
Loving Death,blbl,KqYfYLpj5i5NGFV6U4YoJDPS1ao61FAvkIZKb3KAwqmY2ai_p31g7tJLEeK_543hCc2uziEsvByBrA,106
Way of Undead,UDKT,s3tJgg1I4HZuLflIkNqlImc99xi1ZjFBiHKEBOxZBluvIZhfrSpGeAy1tLlkZUWV7hazMm66xUKRFA,192
Akeypes,JinxD,uowmJULz92hYX0oCgbMc6qX7Oudnhf1FUsD5vY_sXpF67ryGOf6g69VrOPo3nw14cKJfCR11QxQCDA,455
Asa,Sense,mNLZH-fO6WdwC17V9sKyxR66KA5aShFh4rxwwgYfnWgPP0xlnX79wpZeIw1H_AH-mcfpbkhfg-pz8w,384
Бидоны Нимиры,BIG,ZHugU4zOilgwORed0q666TGe5mUc5kTs4Nl_OcniKxFNDpnpnx9tPJeBAv9WOTCehGi7OySKZTZ4BQ,137
MazdaSpeed,777,C6iJ9UJfT0oHXU7aqylvB3k8URAuXAqYSviuTIzBndZVwRHfgzL53Y5efKme0ZW0HH990_iM3h1Wtg,202
Hовороссийск,323,vYW6zX4RJZ0VDCUIgQQDS1-aUIM-LwUI3CSzzx33FcUPTF28ENpA02WYxU2QbCT91lxLnRSPWCqZow,154
Haru,RU666,SVQ8QNbF3bwHAlyOX05OhMN4ijMxSNDvboByqVcyAfWhx_YFaXDT-y6Ij87XlUz6i37ixK0Sv48h8A,310
Максюша Маленьки,Vie,Sx_Zs8Ckr-6_R6xjR3Hu2NHrW2h9kAG13-r7_JbLIpuINVW_05MkbveKT9uu5YgkD1z7Z94atcrqgg,616
HornyDaddy32Rus,UwU,I6Uq492tPhgj_2rZeEMDM0oTDGij8rGkPB2gSTxOhxaRY-cFh-Au9IOjtKryLOPhjV0Pp47xj89tQA,400
Sakurajima Mai,OVO,vRf2dGM9XQX80CeEGF8PBljFbvY-EdvlaNPe3R_p_FDbP5Hpwi56cgDvKp9rrwH29H4ipmgU1yZyZA,138
ITZY Aynes,tr1kr,Sdm7G49kXHdEF6DbotO2Nboz9P3avdtKFuzfpuo0CpIk3Fky9cJo-zS_TdgBvn9FAorqUqvmaHfImQ,405
Morarne,RU1,rat2btZlLuuB5SZCL4VFjh4gZbXsF-hSMvkMXyEPS914xatgIEP_ZXFwxtTgTsoPIq2Fhh1l04eWew,790
lorrainetheart,RU1,p5qR1MWkhVBWOv8Zgefwt876PM5uyf9ZNY4zvQdaDkFsrrFrYxz3V3eDq3LoMNDbomcD-Wx_Oo14WA,225
aoe neboe siode,ahye,lCg6J43VdEJ9PON42xwtQ9CVdjsVfeiLKTh3tQpdZfdjE46wM3F4sTxqUg-HhtyljcgyfLOoKgM9TQ,87
ConcenTraTion,RU1,dl9NmBtpocC8bxx9HRxPilERgsTM2GyRcVb592T8LHvmhavOYuGAc9HJUzIqzuC6JyCC-NLgZKLDAQ,486
WETER,RU1,A344wXxidsP65OhnRYiVe6RWPcrVkP-4qzt_YqfVTwHLJdhIAnKNMUZjV-0R9bL1f92eZ7Wq2dXk_g,52
yPaltusov,buttr,BtsfHB-ZXaTX7df0ntsQO-ye88ApjlLyFX06c2y6EZFh7tchLq87uFbUOiBBs-3E3IvonVABpTjQuA,824
Chiffa,ZXC,hAxPGKe3C3z8VBfEzNududUdT_GU-BnvdO9mIU5mVM3kQ6gykXH5SkHqaqYO519SWh-In9ZmIg1QVw,550
eclipse,kisik,TChVKoH_K-dEapvGI044_p20zYLmgcbAd9Au1DelyyKO4PwvgsrMkfS87boSAVvf7PHxApim6gBaXA,338
кaкавоз,RU1,ZuV1-52SoG_HRD8rhxlUd6gGqbWfgwnN-6ghrWGDOExhvpQu5WMvfTdBXRPTi2whrEaH64Wuep0Rrw,102
crystal love,ADC,cFGoOKYoCokBMPvbA_KKSYMlEoLyq5D3ie0h8GnRMpk0lyNIyuSHkVmVj3eDPJPijQ6C42K9JbZhlg,422
artypro,RU1,2mMkfYjiEwt5eklJnMPTe1r7HWiUgDK_4VeIgPICgBC-P3lOcEE7Qb5sZjlLclIz_ubW6fdetOI24w,352
hellenDFL,RU1,Vw0qXNl8G-kF9SxOMoqvhXtYl_2XLiq5zAenC11QuqTxUrjt1UicmneQKu1B1umMnBvu3pKX39Q-qA,419
Manaskа,RU1,FEG0XewDkjcyB0mJx37V_NvbPYBHHhttkHcBWIhTeQzaeFa_7f5-4XKsLtzw9ITjK9Cnd353snwptw,437
Los Duckos,Sand,6KDEZLr0Bbo7Byaghyv3I3FfoQyvqgsr4HMZ6PplCt9reCdbl3Z9iBjgrSY7hrloDMB1eEe5-ih2eg,582
Сучка Сапортик,002,-tmkNf3yllkHtarjvJT8H2qgLVT077o72FfCpMq9FEJoXZbQCv334-5lQnfIXiV7PSKnJAXoTsGF2A,504
Hi i am ur Elo,RU1,AxBwguxVkXo_gfruiURKMoLjjYNfrXdcj5O_riTRcfJFygOGjmHQkdm9xU4AWZdEGRI456sSfNzcIQ,195
Bonmen,RU1,7bcUKlnmHH3lbfhHc5PpZsusCZHTszNu896Rz8BW9Uts-JDE3KDk8afV4qiWdDlT_gMw9Tcy9TxjEw,490
BYb1Ka,8526,82tnJAYzc3UkVJx34LGLuHyRAYIUuhUR3k06I_srSDJ_oZtSe15tP0dqL_clUALJU6jKHL4X0lS5QQ,702
чешу пилотку,вши,_HIjuORjxGJmFAqojn1TcdL-gTFqlMpOthY7CXP57ZYY2nREKLYegtMW1wn2t60lkvwOiudamoEquw,
2olk,sigma,Zl38PX8gsVPp5dQ1A1iey5aWlbWHoPGnmQB7i5pfGr7aOQmGGOXOMN4Pj_pgejZp_8eyqsjG4Idq1Q,486
T1 Daniel,Deptr,mcbyO-RCDB1OgOjIdE0Q7dzfbS3cvPeBcBt-dgQiyMyHnUWJf0Wnb6L_vR0Nd4ANkMkBKx1s6I5A6g,360
маковый цветочек,UWU,CpAozOHHxUk1vA8VNY_cwtE9KbAozdCmlo7vtjii39L6wbHEHoVrDx5UkBLMVEpaUQ08ylwOZPLs2A,242
Mmira,chan,IDJCw7lEeuDPmdjvbJf_5nTsd1phvZBVNO6EQ2R2WD-XZP-Quog-oV0W-qeJ2DqHs_1Kj1hGOOtLkQ,556
Screenen,3745,fHuTmuGzvuNniNnQr-vBGK6-RCr5ySDsLlSq2uE1hXB4tyu-Io_1I2zfZrB3piSkd-Jky_SRr5pUFQ,662
МАКАН,БРАТ1,k80P-ZVdoE5BKSXneX6jT6VXJsJaxLySkiiMpY4AoPFXy-E1O5AFzBDG85wbhZYEMPSA-cM2x2yC_A,632
Dęмøn26,RU1,wh92OpRVHNP0u-ZJ1RyCcmQtik-yj7ZmsSJTfxgliU8_sdZnQIrEK3UD_-FAcdqXzJ4fSRI_HtYxXA,109
søyerpipas,ESP,Qd0q_TypsswJYbALGvHH8xmeEF_-1yfck8uDUSS9ST6cRiHAlZwKu2y_VnMFXktRoCDXl5vVvx3FoA,797
varmig,фижу,YW3Tw3ASIrUoR31nzFwqPbP6aSVT5wikIAkR_zB3tKgHFqOWp6-Ksw3rLpoOhRHJqnk23rOK0zzz-Q,813
Мрачный Лорд,Mage,3RoygnZf84n_BWuegFNZUWXO4pj8lR6dqgC78tZFToo3Tpy22pYKF-jTC-BvmfNXpPmFOS7eWw2uAQ,534
Mikka,Meow,LrTuJ0NIdZZ6OYR4EPST0r0U04AynaqpZby85-53d74YakZJ-tDQ3au9nbBFmN4I47IGbteiuPIaZA,702
Byxlick,RU1,1XPZgZCJ3rSy295aNIuAc5XDIc2qiiqIxLNYc2Q35NBEy7taoiH1nOL6oGsq-PBfVXNlnyaKBSNfDA,588
PinkLake,RU1,xKA6EtUew7PyWh8_HQLiL4r1zKCwZdRWIbR4h2ZM3zETv21nXloLgoSxPPToxKv8NdlYkTwfmZCBTQ,686
oтчим ТРУПОЕДКИ,TRUP,KFT2o4YvfsUxNbdPNzLIijevkjoSc3lQM1CTGocKBObq1pMU7RT-jSrl46davQMF_iyAFO1aWjqtZQ,121
How Lovely,Kon,OO5hV6nI3e_RX-eIMDDDOMRur2ljLN09SsA9psAgx071kMok-0WzZx2MFQUpx47z5jejrr6OhIvSFg,1048
Крoкодилдo,RU1,KXo7f6v52ZikJlhOwpnPFqIibEgCovlireEjouXy6RwLWKXQgnzKMm94ebrs0Y1mN_Ak_2Gi5duBhA,721
Zedsu,Dag,6BsXDAKI6I2OlKVu_Wdn4H2jlz474JSN5EFz9WX4BZiYt_Hn7gBBCocGsPu4L6H1-KGnEfQEbulHag,685
godCierra1,RU1,qv0KQy-MYmKyHOrEcBlf3jYvw9IgBL6DnoKfeqV7OA1-F1oKSSD5iGwqnK6wZBKmsEpWvdt7sv2YJQ,64
LoveMeme,Diff,SPGLy1Quqm91O0VaR-iwaCM8kvEpYULybX-RXfsoJSIyCZrDNlTnC_Ud64yiYv5iS46gCDB7HY7RWw,358
Vesterd,STOIC,C4YzF4RPN1re_PwJvZEynbZd9y4EIAkcvfbyyOCYLLE9RFwxkDc9AKxZ4nAde2y7JtFX_bXaHxaAOg,490
Za goVno,RU1,LqfRWQ68Cb_11FKPeWL8eVrJ1yyG2aj-dN7xLNr6BTAUZB-OXdvcMY4JqtN_txP6lW56g6FXqQKtNQ,195
MIA Llirik,RU26,DuJhz-sUzGfn6N_96GsuB0sAyoTY3NM1QFhaWmFYFqvfdl2EYF7BlnZU7neVj5FPmMW0vlMmuBH1hA,946
killmekatarina,scary,oq6jSpqQEUkYB6c4PL9ilRHkPKX5fTzXi9RDYs2Af5rznFvXjmt3Wutq4U6DGpAHH7i8GgpS1h_9hg,902
Psychic Lover,Psych,2OzOHPlDKcWvJROdWcuKqfjveQhhFAOrjhvA11NzOplXT9FdQjZWFmUyPQ_JKjA32WZJZtV_qFZYkA,710
АНТОН ПУССИДОН,kotik,E_T3clEAXfN-yRxCVGlYP5m3EgQXn3b10tBeAd9scdrDjTm3V9eSTEuUp-W_iqXLjx6gDGQp-Xe68A,846
Charlemagne,Karlo,zYPV08pxgjzclY90GbAWapaSKyNl_SUodKZTVhsPNGTFPMJKCQxN7A2n4fGH6HSEXBqruwc2pMyXOg,679
Karui,KZ1,oKighyoeRyBaUv-sQwL7tKWfZe4J4IYPNnTLObKNnQUAOfUNDjHmuLAgC_TAXRDpC0ETfhufWSGbuw,436
Mirai 19011,RU1,8ZN0Tw803M3DeUoArlqU5xAPdNxbTXbOBoRHysdIUzy53FAWdgCGhurgrFEsdML4uk9Ga6XHd2CNgQ,176
shironoir,PMA,h6JoikVttfGbFIiCL5yem8I7L9YkEH2oUCZpXY9lnr488FI-WRvzkE4C8ictKGwW7qo-5fn9xUiKoA,307
Его няшка умерла,Killa,tyrKBBhFv95ibNmYj4_w7IRM1Ju0KMZxR9t5zQBI-258x5NfxMF8ts_LLmniS9K9iOlQ8RxWo31SDA,948
Сургутский Faker,RU1,z7wfPKeh5tOk9fFdFymKiWoK1LgMSxwA1VU-4Wnyqh0zQqfWdBEdTbqvgOtAVEXOdae4GW8ZSx9Dlw,347
SigmаВоу,PABLO,mPT47LA72vnMAMN87YYGei7jdgXnmtLmoZjikk8Lozq7h87SJjbbFzmmFMzKtME3JSnGE8oZXhG5RQ,525
Sućk my Blood,999,NUbvx3Va8Lq1tE4Uy_uCjf_QmwT0fdxx9YDfC3xRx3jMfkjkCgnj5vyIBSy4gEw3wQMAbk50Bd8_bQ,816
lil чмоня,яков,rmfoneiPQ3SXuP2HUGU70Yt-26hsjv9C9jX-ph4kg8RGRucK7SZAQbIdjgma6Ri-cIxZGsXXWwUkBA,598
виски с молоком,белым,BcICYw1pgve8_3R1CLZVzR4UusrXVTmfkMzaAxUgR30whEYjlQs5XW2sHTI8Ug91dIwa31D4Qf3doA,782
hi Guma,RU1,uC9aqLEpMf14UhjJryxC0m_qEaH4lo1uDAEfD3Bf_dPuzVZUH2tUzdeZ4VJkYtv2L3VWG-qU23qabw,624
Безмозглый Ларри,gyn,nUgawUUkzOlJlveyLTNc03NMHB3tuFqTleqSBNrX7_K44eRJD90CWBlQiI1EP5GxDyDRt9UO0UuOoA,697
Comatose Patient,69XD,61mroZLR-YZ4WFuTmCVMFrnL9eEC_4KAE1n7NHl2UDMY23Uwiv0kqsbrgRMW4EfbjT1nAU6YU2N0ww,922
olly oxen free,pon,X-EAtrVNv6qW5nJmSV_M_sLkBKFEYIBsMEb7hRCst1rrbRinsF7dn8Pz8Qegm1Mg7jEjfVWpPNZHVw,778
CaptainMexican,RU1,_hQ-ppPkPG7fHZ_SNR3WKGJ0wm3HNC-M-MGlY1gwAqEwDCHQ5Plr3dIBJqxnLKoif6CLJmkB0bJxnw,529
Wise Holo,RU1,AqRbftel5Yh6-yPkj4EreVZRAH7QnJRvckGQE-AlfHSMVeqGKqIfXSfpmVmRGAgYk2ODnL33tN15gA,118
РУИНЮ ВРАГАМ,АПНОЭ,12gyk0oMSrGg9lOW8XnuPYGFT19lN6Wlrpg-u8jxcico4M6ngTt-S4gYFoi3VTQn0MYwfgwMcbivhA,524
Xot,ХOT,MIVeIvZacKwehU8uEuYYh1cBJyWZOUIYy4j557S-_hwDlCV8Nxbdo3CsDI4yT07sTV6_bPsyuFI8kg,664
BLAGFOX321,RU1,sv9mHHdmG4cOUWkSnAAoD2idcA13gHVLyG_zTS144KFX7lg9RuOICeqNEmLh5IHYvYXLNtGI5u7FwQ,441
ПапочкаХаттона,сама,i6qBcNYcl-jdjlyUUK9su3WkQqlCnUD17cda3G9ktdTaFiT5_yoOolnffjfRD5d4iW9aKbqG6H6Baw,836
Сяки Ахyяки,miray,-IeNqHLt0Mjjj7zcaoDcABJD6qzRX7DqubDnaYiKWMxbei-XYOg7nrQ9sIGqsU6F1JLBCuaB0eTVmQ,1119
SMArtOrc,RU1,zUTClyEFJohUZotcs-oHqc0yo8y_Rajr_SvUB7kdG6-hODZ20ZXHZJqWrBlTWPP_OeaU7w22m81ZXg,452
CrazyPower,RU1,NbvigBwQo4NoltKlUWov4EAjcpTNeaiOvW29vLcdkp6KQ0y4imNe0SPm1upcr1479FxTP1cgRPD93Q,314
Aphelios to r1,RU1,RyAqAlrpgvlBixVMoUqrGBC4xNWIsJ2qNCF7Eddv8t8lXKYXxTU1OO3wYb9Bc3WWmMXx8yb96Vb0Tg,94
Йонебояши,RU1,A8pYM6tvqxVLcuR_RXIjYywNMeNk07qafAWGhpYpQuv06sLZyEosl3XQynjy3rrfdhUB3mVTPA-YQA,213
Equiii,RU1,XqtXoc-il8g067iWkNiUXBPvCmjlAwFkTq2LgxH5_Cv_g8KGr4gvwMAHXq0icQcz3yIQR0WgZwPLCw,386
ΣŁØ ťeřřoŘIŹΘV,błêsş,yciSCP41h6P8IPtjRZHsvKoQc9QVs1EYTm5fdF6ollMG354iz2F7NhwavjBdJ70vbaGBUrbcXsEKSA,271
Господин Милашка,Чпок,8frF4GyeNWdSaKBjWC9QiZtxStB3GtLkQingF8Zd4_F48WAdjPQdqOiB-J-6dzgc04-iMWi9QCkC4g,856
EmptyFo,RU1,-dFPOGZP2cq08PYvilUOm530ylGrXcFpFnYVxuuDvK0xY-tvIYeSxGaLlgAfE8tqve2ZYCsuJCqLIg,158
Voroshilov,RU1,0tsUkBqkI41GipirPzJg1PpiQXO0evY5uySjYslf4goZzFB9i811ELg7ky2ytgVN1DNpzelZXkek9g,486
evilbeelzebub,GGWP,Cq1LhpjufqIto-hEuRLEcXmNNq7iqQeXsiQpBRGTn49vIxHey0kpWlLAp90d1poDMorPISRche466w,111
MeanPeter,RU1,LcEtDXaJAoXqiJIMBrCnGzWSpWrcMtdoZdU2G8d-HX8bm0mfeP7W1EIVys21fNxF64wIaaUXStGVfQ,544
Floraderm,RU1,gxT5e7G0Hr19XZ-K3cg5f7wkDD0dQmKDQoRiXEUl39JeoClstSj1TBJ-rMT-3pXufSeuNsLEJAVtnw,118
Olenjer TePy,RU1,rUmsHaJe86ZPOfsntqGsQQcCbfX0oXLwxLJV0P2dwEuGUcPhdggDIOYDNKB1yiqz8i_gt36K6mEHhQ,252
Dasti,RU1,DJ2E5yMgtlQekxX_BEOVOQjKmfyw7rviJRR0QXKoctwuBMMaR7m84XMXwhSyfNPZkqBivrwhFr4_kA,577
ULTRA HARAM,RU1,YbzxuCTbPW500uYw_1ec5lDfVZMixPGYO9L1JwGqug7bfzg1Z1xM4c3ZYQHe2wu4_M2oQnyIS5cnug,539
ÅlêxAfonin,R888,92Ov-Z2z4mDmar8o4vtdVyZHZsHpbioZJV75YHIBhqmN5gbizF2Mm0kAQm0CZgBeByl9M5H0WD3u8A,651
Star Lynx,FF15,cQXdnTXlt9VlSuH15vemTXrwX_LYzeGWuoMMXdiabS6Pp4_Jw4qndWv0GLLlCcXfpEF0pexscwlrJQ,708
highlight БАТЯ,ПИВО,IMtU326R0xeCPYBPLLrfGKDaw1CsYfEEl1nu0r9vJgA1aiPNqqXDnKxLVas5b3fvyi1SyxmkHPnrKw,741
Fauthiedali,RU1,8II6tv72o2-4ZQ2nzpv1qZROYBlC22wiNyFQN-l_-G0W4GYOnPYgCEiZ-b6MwSWAIgPf1J_ZQU2Ntg,187
i hate,yoou,-A40ke_cG_O_RYEhXyZVY_utZWgSofI4LX57TH5S_cKN7cOLD_xx-49xePLomC7xKHkqofnfmc4mrA,1139
Let Poro Go Mid,Poro,0POxnGcpTwjuRMqbi3Mm3LCoxQGM8VVaSneSFJy92-E6dftuBB8s0KWF9usX6BDCPjP5dYf-4b5phg,687
Кто тут БОСС,RU1,8BFEjTX1GrJ7z0XY0ozOnNu1vMXX_nIq4KHyLHfVEKCrki8JMwqISmNfxragnlSKHxxsv1itL1mFUQ,417
NoHope,NoFun,CmTcX7YQ5gIJPH64O14Z1glLcqOvFkicD9D9u2VnaAjxSoLcfALjT5220Bg8qty4cFU7I8eA-vVgCg,932
ArtJake,korea,j1VakreWNB6E2vJbZ83Jj2BDsoCaGBKDEV6NQmNBrFHOuVmGtPkNePGresUA2Gr3mCjJkRgy8FKcyg,392
Undergroundmode,RU1,DTvU3zrX7mQoJ5DXTxN6E0r6SPzxMcGz6Jyy7iQqw7odmAGR7m5AY7WmjfwG1a_BJqoO2TxUFavCQg,641
Kakao,001,K37xkcXtPH2mYKc-cCGvXLg3Hw6BNUAICKg_6aG5DyiNL2ab88tANEakBerXbBI-t5jTZgu_Xjnpww,758
Пацюк,mqq,e6L8ic4Xkelm0wIZSKeAZwlQEuPknfO5W-jiQiiQRinZX9pBFttAEYWAirVwvzr4iDmwXOZRK3G8DQ,359
Храм Разврата,ff15,w27rEMBENqiu6Qb4ITXz9caGK_sW2oT_Xh-Fc_09GAA32rldE_kAa7BDQCL93vrVoo5hs7RzSCrtMQ,68
Temporary Sherif,cait,5Ahn9ugVgrAhY3hWaRt2P1DLG8hjQrWRwcxKrpK1qnV7kfVgiHUtJYgzZevjRQSrBhrqe7PzRfMGFQ,524
xxDarkNet,twtv,nZOtZ3SZVbiLwM7MuRUS-8Tg5FBdH-KXm34C3-ZT89mtYLs8yvSzwHfV7DtTvfErhLLPGvJYFhv2Cg,1060
Doupe,RU1,x9zJOQF71bXccj7nePjxrQI8JDj8aM3ifAeuBAJ29VvOj2WkC11rh3zX_5b8TF6MLyrtjwdZNFl0WQ,313
OpenTech,vol3,rZjp9WwDY8D-AP5z9l6k8LLzPCa2WboaK-EH_RWlJPKY7oS1_AkoDkZJMdKdYLh54KYh3eUyUoptEQ,198
LIL DAWGIE,RSO,e-6sXXOzpAy1IX8k0tqqRQuhGjAEY7rCgPzH0Pw0x5y-3CYcVJQqzv5UpQa3HbZR0yOP1OrDSI2_JA,885
Rell Canwell,phd,IwhdkKudADC7PBWgDRBDLeATotD-cS4pdQDR84Bw-CIletKdIhV8xW48rbrq0-bzrH9GGIQ2bku0WQ,244
她眼中的美丽将永远留在我心中,甜蜜的回忆,Ynhk4h8kJKTs6sm652AbnIeB6cJ0SAXk73LyezpvWpk-NCxtvlIOEPw2yKFQEccjh5V6LhZ3HTLVOA,77
медводка,RU1,bigk7eMoquxIbo3FY-gopsPFZ2ynxKSb6wzwna0irQj9BC-yOGoxKrDijjzFnF8Ki796lWGynIfxxw,238
черная очередь,компы,WKGiWbu0UeTNwNtLDBa69h0GIl53hYRCKByGcguXU-ypAulPKVxOs8ozbaF2tIy9JTaE2Clpk64eEA,156
TelkoLOVE,UwU,VWnoXVgwT8oOTf3UZ-KI7ZRcPLyTQkJ1Y9YxLjt188pfiJMmnIOe8lFHYRXpu-j_KVUNF6DDdRtumw,316
Bernkaster,Witch,1XIBUh6z501aV95QpUi4qm50OPDY1Cktxv-iMP5ijI_N1N3hXJXNEohC5WYQeDSAzAABSSShF0p_uA,839
bronyaw,МЯУ,BvgKQyLSLWRTYNZv9GCPGQlem_2yYMT6JCo4nplkA9MQW5yU4lLJLlaSIr0TVl3E1-4fLSaSHcY5JQ,610
BLООD,9999,EGcBPM3kM9WA1AYxHYquUT-Gsy_s6ynBp0jTCZ6sizIlkDuDoqRSAb_BgXCajMjA4lLKnmFu38lQ9A,886
Vonblin,RU1,AV9biQ1vtZZQ9awIyBs6HvyTDUhuFoMHvWocpDh1fXtAyQpJizwLRggWSHq_nKF5zSm5wFXiCqgt5Q,738
Runtonin,RU1,jkn4VeMCOHRfMeb4VzOPpMd22O5buObGRzDoCNubXrtJZqV8KAgzgDABPSW8RzAMgBTk4Ze9LGFwgg,174
Numb,TTS,LX7ViD_jGwyLxVO1L4KKJgzK6EA4mfXQRzbCL6Um5tYRVhyZ_DhDxKWyt9a8MCQpYAr65sKqq9xiww,444
ksvrostov,RU1,v9H5ChR_hRkHHPrMHXePhH5lF5W9XC1YuaTo4fATS6AOfbzYAV-DkxP67MVMlMBaNzsj7NS24oQvJQ,513
Демон Сиджед,brrrR,WZqEYv5sO-bSv-gesIEH8nM9jREEhwVoUaFanTkU8d7eZzI7Rd2XvR04shDTaH1peyMJ1Rchizd3rw,173
Sexmylol,RU1,Lk4DyidClQtEt_B-v_TNG6KtGinTpDzzFoy3C_hQegPfs-6-96rDfRt20yguZvmGihGCPKtdYDpVtA,407
Мальбонте,Malum,_SBLmA1lHpiQ9AY6o4CbHUng8YASlJO7kZmuFB2tKC3ngky1tWI-1m7HgjdfYFg2hkOL1NbqM5Czvg,823
Rejuveni,SSSSS,RNYcqDuy7ZDXSqSOmjNsJ0dSxjlkXxYh5BwflKbPnepUE6gttTSmhhhUlZsSYnbJKRWrI5LoD2XRMw,46
ShoGunn,RU1,xZ6LDCPXqmBAhjkihdDgzipSTpZALDfHmZmyP4-jqlImIfH9EXB4WaZJdxdFUvAI50wbsnf0usF5tQ,186
StixatvoretsZ,ADdif,TXqMOPENdyrMSH7vsvOLholTPM6bbo_nyoDXYPiDaI4xi79R99Yg5JOzLDEVlk7N_xhnFvqojNExWA,434
Demiron,RU1,GF6QTAfVZGzCnckBdqMEJm8gvTNbK7BatbZ_SAhNf9CGSKjxBpUQRjtn44KXMdscfqkohOgmcCoqWg,55
Шашлык,пури,gpFCuTdWcslCUNT5WDQcGhlyxFtwUBFxqCEhygWexZzKBtyNtCqHl_o1e3Qa1-yYxsXSqgPEjZEH3Q,880
Добрый и Круглый,3743,CEcjoS8v5aOK9jWOj0yG1tlob3g4FRegpXU-50lMv4OIprVp4QZEuaQy9IRYlUwiNpwxbw_njzdA2Q,459
САНЯ КУVALDA,TARIC,HJobUahTcsGL4CFFCesrQmkY9Lc8e8w3MFbyGsvOFXEvbxWuXbduFpKRSSQN-MtL1NiOCpNPG8AAxQ,458
Dieux,달 쥐,0Jy3mjY6l0BZsPvpsPUwgOeGyu_mduG9GlZG1hANZbsqU96GzdPl7tHhKvItdiIOaYYNmUWybTGKbA,498
4udoKvasik o0,RU1,HMrGOk0PFwmnOCxO3xrkiivqmDvVYY5y0UsXlWrUXXQloneTFBJdJpSuIPryMc3c6glypgMMZ_mGmA,543
ТолькоНеДихлофос,BBNB,Pp5OhmRGEvRgc32jP7tR5avwi1ffr3NW6BtqvDAcYfCUMeUsg8EDgveQsrkSKJtY5Xt8rcCFd_vo2w,615
永遠の孤独,消え入る,wUtMtaxGsd8DKHoXYDEyxYZDTJS9_aeZ4wudVVa9PaBxuBwnDFIDCNJOf0p0Q-lsrtK4451dxSYmcQ,283
Dainer,LSI,lUC69TPHhk2NPRRh5JjRL2vUzycRCHKQGIc9ozaNm1xdZIE2N5IAIloguZJZkj9_-1INyrt7ByVizA,909
Yimetra,koala,RpozM4OB0N-MvcTTq3exH2P5_JHmR_NZ9QFaGNrAwdg8ncRltBEn7pPuxmG1TwFZbSQ97yiA3EBsbw,459
Detritiy,RU1,QKV1wVtf8jlYunzYyX7JwlMt0bXt64GcvsyryEwXq_tghkTgD3QFLTbhrI1kOl1ryvGAtMtkpqNMDg,438
WOMAN RESPECTER,RU1,J_5WoasZLWcZoaJwcAIzHvdAqrOUDl0b_xBcPGyfVk24gXetR5O1PgX1jfZbwASl2Mz-tH1sjVsdnw,445
benladen7777,777,GKHPQdls7bgGdW_KqCLQVYQSOkLUFGdKjXnOfh0KKHU9Op8XfQcgazBPLO9OJtI3Yifv8T6QWqC3UA,340
i miss u but bye,IMYBB,SIxdXBljAyKtAe1e_ulu4O2PQl5sPOVL5xgvxaFhD80Qfpy8FR1FVBDSInmnm-rYnworUj5tGPuL9Q,286
Трусики Брайер,XDD,VAI9rEK9ihU6S52OHkMUo0OlDk8vH7anINaOAQlNmo1JNxwQczdY9ZEv0Bc_qAMpEJP1I8DPfO9BZQ,68
ТанкНеДорогоПиши,RU1,DCwjr_WuEPGLgZZXIuZnCgvNx7SXq2i-jvkiCdKweORl7eNbcodMrWt8i8kyXfYOr184pJyqr29YFg,202
НастяTokyoGhoul,RU1,5twcRb-etEOZ79ZYOfrpbs4iGm7KIkQNvm8UVUiIwIHBrAn7TetgPVqUFW4Q6OuH40_apdwY2Zy0TA,427
Kirosani,RU1,M7BkHmqrCdhwpC3LqEf9el6cHTJiyOzHYVb9jwyopGYWDGvPskMxHOQQ0-uRLcJoQz1L_Z69v2_5Pg,864
DRAW HYDRA,1337,limmA99inBFSGGmj8jeOcvnThO7QwM7k3NqwXJ2IYWrlS5CdHlGZ6_7LWVqzvcLgiYZf5_Ufs0nSvw,818
nagibatorzxc1337,1337,72JGL92YsqkLAWfnCJz1dolb_emMSJaGM5DzU6ccihTklU5H7apFCuG8deoLyXsQwD_TNufV7nRvnQ,58
Fourth of July,CHALL,1Zw5_68wUUvjgg9jwsqYBNHw8exSmBcWJqTsvvFyAneeY2f2otvpCRDSu7Tm4x2h7qf0e0t9y-oRqg,46
IYX,XYI,VygPte2SMo8K3ULrwli1VHW62opAIRtWXpmwyEE2qqaLtdcaH10QcdnVq8dKOZr6k0ZDOymlwQBEig,81
ПельменьМечты,eбой,TOdXc0dWf8CqEn5rv7fwC8SHl-tb5NZY1JINgVu3nXibAqKrwOKR0pHl4HSOu3MlvfZQXmITftu1fw,48
gromovergez,kill,0EvgSDWDmmtqLvc5LCDN9ZJlkiFCCIHjYpsTExBxZ3gCix8eB3Xlko4EKyVqQikJxG1z53wJJCPJxw,121
